finding_id,candidate_id,pmid,doi,title_en,topic_id,study_type,species,previous_level,decision,reason,retired_date,recovery_source
finding-pubmed-30926290,pubmed-30926290,30926290,10.1016/j.jhin.2019.03.010,Faecal microbiota transplantation for the decolonization of antibiotic-resistant bacteria in the gut: a systematic review and meta-analysis.,microbiome-inflammaging,systematic_review_or_meta_analysis,human,B,retired_from_active_findings,topic_scope_mismatch,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-31006835,pubmed-31006835,31006835,10.1007/s12094-019-02108-9,"The effect of metformin on biomarkers associated with breast cancer outcomes: a systematic review, meta-analysis, and dose-response of randomized clinical trials.",metformin-aging,systematic_review_or_meta_analysis,human,B,retired_from_active_findings,topic_scope_mismatch,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-31075885,pubmed-31075885,31075885,10.3390/cells8050431,mTOR Signaling Pathway in Cancer Targets Photodynamic Therapy In Vitro.,rapamycin-mtor-aging,narrative_review,human,C,retired_from_active_findings,topic_scope_mismatch,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-31170457,pubmed-31170457,31170457,10.1016/j.arr.2019.100914,Telomere length and frailty in older adults-A systematic review and meta-analysis.,resistance-training-muscle,systematic_review_or_meta_analysis,human,B,retired_from_active_findings,topic_scope_mismatch,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-31204184,pubmed-31204184,31204184,10.1016/j.ejvs.2019.03.020,Effect of Low Skeletal Muscle Mass on Post-operative Survival of Patients With Abdominal Aortic Aneurysm: A Prognostic Factor Review and Meta-Analysis of Time-to-Event Data.,resistance-training-muscle,systematic_review_or_meta_analysis,human,B,retired_from_active_findings,topic_scope_mismatch,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-31234232,pubmed-31234232,31234232,10.1002/mds.27770,SNCA and mTOR Pathway Single Nucleotide Polymorphisms Interact to Modulate the Age at Onset of Parkinson's Disease.,rapamycin-mtor-aging,metadata_only_needs_classification,human,D,retired_from_active_findings,topic_scope_mismatch,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-31278280,pubmed-31278280,31278280,10.1038/s41598-019-46120-z,"Safety and Metabolism of Long-term Administration of NIAGEN (Nicotinamide Riboside Chloride) in a Randomized, Double-Blind, Placebo-controlled Clinical Trial of Healthy Overweight Adults.",nad-nmn-nr-aging,human_randomized_or_clinical_trial,human,C,retired_from_active_findings,topic_scope_mismatch,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-31293011,pubmed-31293011,31293011,10.1111/jcpt.12820,Metformin exposure and survival in head and neck cancer: A large population-based cohort study.,metformin-aging,human_cohort,human,B,retired_from_active_findings,topic_scope_mismatch,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-31300371,pubmed-31300371,31300371,10.1016/j.clinre.2019.06.009,"For colorectal cancer patients with type II diabetes, could metformin improve the survival rate? A meta-analysis.",metformin-aging,systematic_review_or_meta_analysis,human,C,retired_from_active_findings,topic_scope_mismatch,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-31333095,pubmed-31333095,31333095,10.2174/1381612825666190716113126,No Effect of Metformin on Ovarian Cancer Survival: A Systematic Review and Meta-Analysis of Cohort Studies.,metformin-aging,systematic_review_or_meta_analysis,human,C,retired_from_active_findings,topic_scope_mismatch,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-31345259,pubmed-31345259,31345259,10.1186/s40463-019-0348-5,Impact of metformin on disease control and survival in patients with head and neck cancer: a retrospective cohort study.,metformin-aging,human_cohort,human,C,retired_from_active_findings,topic_scope_mismatch,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-31406349,pubmed-31406349,31406349,10.1038/s41591-019-0533-0,Gut microbiome alteration in MORDOR I: a community-randomized trial of mass azithromycin distribution.,microbiome-inflammaging,human_randomized_or_clinical_trial,human,B,retired_from_active_findings,topic_scope_mismatch,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-31408724,pubmed-31408724,31408724,10.1016/j.semcancer.2019.07.003,"mTOR: Role in cancer, metastasis and drug resistance.",rapamycin-mtor-aging,narrative_review,human,D,retired_from_active_findings,topic_scope_mismatch,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-31416611,pubmed-31416611,31416611,10.1016/j.medcli.2019.06.006,Impact of intestinal microbiota in patients with heart failure: A systematic review.,microbiome-inflammaging,systematic_review_or_meta_analysis,human,B,retired_from_active_findings,topic_scope_mismatch,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-31454631,pubmed-31454631,31454631,10.1016/j.puhe.2019.06.010,Association between frailty and incident risk of disability in community-dwelling elder people: evidence from a meta-analysis.,resistance-training-muscle,systematic_review_or_meta_analysis,human,B,retired_from_active_findings,topic_scope_mismatch,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-31461151,pubmed-31461151,31461151,10.1001/jamanetworkopen.2019.10297,Survival Associated With Sirolimus Plus Tacrolimus Maintenance Without Induction Therapy Compared With Standard Immunosuppression After Lung Transplant.,rapamycin-mtor-aging,metadata_only_needs_classification,human,C,retired_from_active_findings,topic_scope_mismatch,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-31471973,pubmed-31471973,31471973,10.1111/bcp.14107,Is the use of metformin in patients undergoing dialysis hazardous for life? A systematic review of the safety of metformin in patients undergoing dialysis.,metformin-aging,systematic_review_or_meta_analysis,human,B,retired_from_active_findings,topic_scope_mismatch,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-31472446,pubmed-31472446,31472446,10.1016/j.breast.2019.08.003,A phase II randomized clinical trial of the effect of metformin versus placebo on progression-free survival in women with metastatic breast cancer receiving standard chemotherapy.,metformin-aging,human_randomized_or_clinical_trial,human,B,retired_from_active_findings,topic_scope_mismatch,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-31491730,pubmed-31491730,31491730,10.1016/j.canep.2019.101587,Metformin increases cancer specific survival in colorectal cancer patients-National cohort study.,metformin-aging,human_cohort,human,B,retired_from_active_findings,topic_scope_mismatch,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-31536383,pubmed-31536383,31536383,10.1080/09638288.2019.1665113,Physical activity correlates across the lifespan in people with epilepsy: a systematic review.,physical-activity-healthspan,systematic_review_or_meta_analysis,human,C,retired_from_active_findings,topic_capacity_limit,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-31542391,pubmed-31542391,31542391,10.1016/j.ebiom.2019.08.069,Senolytics decrease senescent cells in humans: Preliminary report from a clinical trial of Dasatinib plus Quercetin in individuals with diabetic kidney disease.,senolytics,metadata_only_needs_classification,human,D,retired_from_active_findings,topic_scope_mismatch,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-31547370,pubmed-31547370,31547370,10.3390/cells8091075,Roles of mTOR Signaling in Tissue Regeneration.,rapamycin-mtor-aging,narrative_review,human,C,retired_from_active_findings,topic_scope_mismatch,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-31583436,pubmed-31583436,31583436,10.1007/s00280-019-03967-3,"A phase I delayed-start, randomized and pharmacodynamic study of metformin and chemotherapy in patients with solid tumors.",metformin-aging,human_randomized_or_clinical_trial,human,C,retired_from_active_findings,topic_scope_mismatch,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-31585361,pubmed-31585361,31585361,10.1016/j.neurobiolaging.2019.08.018,Differential activation of the mTOR/autophagy pathway predicts cognitive performance in APP/PS1 mice.,rapamycin-mtor-aging,animal_study,mouse,D,retired_from_active_findings,topic_scope_mismatch,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-31623569,pubmed-31623569,31623569,10.1186/s12879-019-4548-4,Impact of metformin on the risk and treatment outcomes of tuberculosis in diabetics: a systematic review.,metformin-aging,systematic_review_or_meta_analysis,human,B,retired_from_active_findings,topic_scope_mismatch,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-31635264,pubmed-31635264,31635264,10.3390/nu11102512,Short Chain Fatty Acids and Fecal Microbiota Abundance in Humans with Obesity: A Systematic Review and Meta-Analysis.,microbiome-inflammaging,systematic_review_or_meta_analysis,human,B,retired_from_active_findings,topic_scope_mismatch,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-31786617,pubmed-31786617,31786617,10.1007/s00228-019-02786-y,Impacts of metformin on tuberculosis incidence and clinical outcomes in patients with diabetes: a systematic review and meta-analysis.,metformin-aging,systematic_review_or_meta_analysis,human,B,retired_from_active_findings,topic_scope_mismatch,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-31815634,pubmed-31815634,31815634,10.1186/s12933-019-0972-4,Metformin use and cardiovascular outcomes after acute myocardial infarction in patients with type 2 diabetes: a cohort study.,metformin-aging,human_cohort,human,B,retired_from_active_findings,topic_scope_mismatch,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-31853198,pubmed-31853198,31853198,10.2147/CMAR.S208720,First-In-Human Phase I Study Of A Dual mTOR Kinase And DNA-PK Inhibitor (CC-115) In Advanced Malignancy.,rapamycin-mtor-aging,metadata_only_needs_classification,human,D,retired_from_active_findings,topic_scope_mismatch,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-31886813,pubmed-31886813,31886813,10.1007/s12603-019-1267-x,"Differences in the Prevalence of Sarcopenia in Community-Dwelling, Nursing Home and Hospitalized Individuals. A Systematic Review and Meta-Analysis.",resistance-training-muscle,systematic_review_or_meta_analysis,human,A,retired_from_active_findings,topic_scope_mismatch,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-31902433,pubmed-31902433,31902433,10.1016/j.mayocp.2019.07.017,A Safety Comparison of Metformin vs Sulfonylurea Initiation in Patients With Type 2 Diabetes and Chronic Kidney Disease: A Retrospective Cohort Study.,metformin-aging,human_cohort,human,B,retired_from_active_findings,topic_scope_mismatch,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-31904444,pubmed-31904444,31904444,10.1016/j.diabres.2020.108001,Cardiovascular risk following metformin treatment in patients with type 2 diabetes mellitus: Results from meta-analysis.,metformin-aging,systematic_review_or_meta_analysis,human,B,retired_from_active_findings,topic_scope_mismatch,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-31980358,pubmed-31980358,31980358,10.1016/j.aohep.2019.11.008,Meta-analysis: The efficacy of metformin and other anti-hyperglycemic agents in prolonging the survival of hepatocellular carcinoma patients with type 2 diabetes.,metformin-aging,systematic_review_or_meta_analysis,human,C,retired_from_active_findings,topic_scope_mismatch,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-32060719,pubmed-32060719,32060719,10.1007/s12094-020-02304-y,The effect of metformin on gastric cancer in patients with type 2 diabetes: a systematic review and meta-analysis.,metformin-aging,systematic_review_or_meta_analysis,human,C,retired_from_active_findings,topic_scope_mismatch,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-32196659,pubmed-32196659,32196659,10.1002/ijc.32989,Postdiagnostic metformin use and survival of patients with colorectal cancer: A Nationwide cohort study.,metformin-aging,human_cohort,human,B,retired_from_active_findings,topic_scope_mismatch,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-32246301,pubmed-32246301,32246301,10.1007/s10522-020-09876-w,The roles of MTOR and miRNAs in endothelial cell senescence.,rapamycin-mtor-aging,narrative_review,human,D,retired_from_active_findings,topic_scope_mismatch,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-32369446,pubmed-32369446,32369446,10.1172/jci.insight.133247,Phase II clinical trial of metformin as a cancer stem cell-targeting agent in ovarian cancer.,metformin-aging,human_randomized_or_clinical_trial,human,B,retired_from_active_findings,topic_scope_mismatch,2026-09-13,Git history and prior public-data snapshots
